id,scandate,dependencyId,vulnerabilityId,dependencyPathId,toolId,confidence,severity,count,id,repositoryId,packageId,id,group,artifact,version,ecosystem,id,source,cveId,sourceId,publishDate,description,CVSS2_score,CVSS2_severity,CVSS3_score,CVSS3_severity
22484,,2769,1003,3222,5,,moderate,1,2769,25,2779,2779,npm,acorn,5.7.3,npm,1003,NPM,,NPM-1488,2020-03-02 19:21:25,"Regular Expression Denial of ServiceAffected versions of `acorn` are vulnerable to Regular Expression Denial of Service. A regex in the form of `/[x-\ud800]/u` causes the parser to enter an infinite loop. The string is not valid UTF16 which usually results in it being sanitized before reaching the parser. If an application processes untrusted input and passes it directly to `acorn`, attackers may leverage the vulnerability leading to Denial of Service.",,,,
22482,,1683,982,3220,5,,moderate,1,1683,25,2117,2117,npm,angular,1.6.1,npm,982,NPM,,NPM-1343,2019-11-20 18:19:26,"Prototype PollutionVersions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.

",,,,
22735,,1683,982,3426,5,,moderate,1,1683,25,2117,2117,npm,angular,1.6.1,npm,982,NPM,,NPM-1343,2019-11-20 18:19:26,"Prototype PollutionVersions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.

",,,,
22029,,1683,982,2691,5,,moderate,1,1683,25,2117,2117,npm,angular,1.6.1,npm,982,NPM,,NPM-1343,2019-11-20 18:19:26,"Prototype PollutionVersions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.

",,,,
22733,,1683,982,3424,5,,moderate,1,1683,25,2117,2117,npm,angular,1.6.1,npm,982,NPM,,NPM-1343,2019-11-20 18:19:26,"Prototype PollutionVersions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.

",,,,
22734,,1683,982,3425,5,,moderate,1,1683,25,2117,2117,npm,angular,1.6.1,npm,982,NPM,,NPM-1343,2019-11-20 18:19:26,"Prototype PollutionVersions of `angular ` prior to 1.7.9 are vulnerable to prototype pollution. The deprecated API function `merge()` does not restrict the modification of an Object's prototype in the , which may allow an attacker to add or modify an existing property that will exist on all objects.

",,,,
22742,,2008,1285,3669,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
22663,,2008,1285,3646,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
22664,,2008,1285,3647,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
22665,,2008,1285,3648,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
22666,,2008,1285,3649,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
22667,,2008,1285,3650,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
22668,,2008,1285,3651,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
22669,,2008,1285,3652,5,,high,1,2008,25,2301,2301,npm,bl,4.0.2,npm,1285,NPM,,NPM-1555,2020-09-08 18:24:54,"Remote Memory ExposureA buffer over-read vulnerability exists in bl <4.0.3, <3.0.1 <2.2.1 and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",,,,
